No,Date,Time,Shift,Model No.,Size code,Barcode,Bead Dia.,Air press.,Load,CW RFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFD,,CCW RFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFV-OA,,,1H,,,2H,,,3H,,,4H,,,5H,,,6H,,,7H,,,8H,,,9H,,,10H,,,LFD,,CON,,PLY,,Ufm,LT-OA,,,1H,,,LB-OA,,,1H,,,RT-OA,,,1H,,,RC-OA,,,1H,,,RB-OA,,,1H,,,LTbulg,,,dent,,,LBbulg,,,dent,,,Circularity,,Ro,Width,,Weight,,Total
6858,2023-10-25,01:21:43,C,21,175/70R14,88666,14,0.2,3027,72.6,223,1,27.8,233,1,15.3,64,0,24.7,285,0,9.9,183,0,12.7,39,0,6.8,269,0,1.4,189,0,8.1,339,0,3.3,186,0,3,72,0,17.2,72,1,9.5,333,0,8.7,151,0,4.9,281,0,2.3,270,0,1.3,25,0,1.5,346,0,0.7,252,0,1.1,25,0,0.7,276,0,0.3,24,0,-204.1,0,76,218,1,30.8,233,1,15.5,63,0,26.4,273,0,9.1,165,0,12.3,12,0,5.9,251,0,1.2,154,0,8.1,305,0,3.2,151,0,2.4,16,0,19.9,80,1,14.1,19,0,5.6,137,0,5.7,282,0,1.4,36,0,1.3,24,0,1.5,300,0,1,257,0,0.6,24,0,0.7,260,0,0.3,358,0,201.8,0,-1.2,1,-203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6859,2023-10-25,01:22:22,C,21,175/70R14,88618,14,0.2,3030,68.5,229,1,20,180,1,27.2,129,0,13,344,0,21.8,280,0,11.8,86,0,8.9,293,0,4.7,152,0,10.7,344,0,6,216,0,4.4,68,0,27,86,1,22.4,92,0,6.3,170,0,2.2,222,0,0.9,328,0,2.1,16,0,0.5,258,0,0.5,261,0,1.6,40,0,0.2,287,0,0.4,60,0,-202.5,0,70.4,224,1,23.4,183,1,27.2,126,0,13.7,331,0,21.6,261,0,12,62,0,8,266,0,5.7,116,0,11.3,312,0,5.5,183,0,4.3,18,0,17.6,278,1,8.5,252,0,6.3,190,0,3.4,197,0,1.4,334,0,1.3,304,0,0.7,186,0,1.1,267,0,1.4,55,0,1,350,0,0.2,215,0,216.5,0,7,1,-209.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6860,2023-10-25,01:22:52,C,21,175/70R14,88689,14,0.2,3015,99.7,226,1,58.7,160,1,22.3,88,0,18.5,351,0,18.1,257,0,9.8,106,0,7.3,286,0,2.6,110,0,15,337,0,5.6,191,0,3.9,75,0,7.2,233,1,4,313,0,1.2,200,0,2.4,31,0,2.6,232,0,1.3,25,0,1.2,177,0,0.4,198,0,0.7,9,0,0.2,264,0,0.2,78,0,-194.8,0,100.8,221,1,57.7,155,1,23,81,0,19.7,338,0,18,240,0,11,87,0,7.4,260,0,2.6,68,0,15,301,0,5.4,150,0,3.7,37,0,24.1,278,1,16.6,295,0,8.2,156,0,2.9,52,0,1.5,237,0,1.9,18,0,1.4,164,0,0.8,232,0,1.6,118,0,0.8,320,0,0.4,191,0,192.3,0,-1.3,1,-193.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6861,2023-10-25,01:23:21,C,21,175/70R14,88651,14,0.2,2993,95.4,234,1,38.2,278,1,18.6,137,0,24,345,0,17.2,251,0,23.8,92,0,10.5,342,0,4.6,186,0,11.6,33,0,2,254,0,2.8,64,0,20,222,1,16.2,160,0,6,107,0,2.5,293,0,1.2,179,0,2.2,8,0,1.2,53,0,0.3,204,0,1.2,57,0,0.3,235,0,0.5,48,0,-197.6,0,97.7,229,1,41.3,271,1,20.2,130,0,26.5,333,0,16.4,238,0,24.6,69,0,9.7,312,0,4.1,149,0,11.6,0,0,2.3,219,0,2.8,25,0,20.7,282,1,19.3,252,0,2.6,136,0,2.5,243,0,0.3,41,0,2.9,321,0,0.8,318,0,0.2,26,0,1,120,0,0.4,18,0,0.4,93,0,205.1,0,3.8,1,-201.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6862,2023-10-25,01:23:51,C,21,175/70R14,88677,14,0.2,3017,106.4,221,1,27.1,222,1,42.7,63,0,35.5,306,0,10.6,186,0,12.8,31,0,2.1,301,0,2.4,78,0,7.8,341,0,6.4,202,0,5,29,0,10.3,222,1,3.6,227,0,2.3,174,0,4.2,339,0,2.7,153,0,2.1,333,0,1.2,334,0,1,360,0,0.7,314,0,0.5,252,0,0.5,32,0,-196.4,0,103.1,217,1,27.9,225,1,41.4,54,0,35.9,294,0,10.1,160,0,13.5,13,0,2.3,283,0,2.9,33,0,7.6,306,0,5.8,158,0,5,337,0,19.4,348,1,17.4,319,0,3.4,114,0,3.1,20,0,1.2,123,0,1.2,315,0,0.3,206,0,1.1,286,0,0.9,108,0,0.2,246,0,0.2,202,0,197.5,0,0.5,1,-196.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6863,2023-10-25,01:24:22,C,21,175/70R14,88681,14,0.2,2971,97.5,221,1,43.5,186,1,37.7,48,0,31,306,0,9.7,251,0,4.6,47,0,4.6,247,0,2.3,169,0,3.7,335,0,1.5,166,0,2.9,25,0,23.2,276,1,16.7,296,0,9.3,167,0,2.2,334,0,1.6,216,0,1.3,305,0,0.6,271,0,0.7,265,0,0.7,31,0,0.2,55,0,0.2,34,0,-192.4,0,97.6,217,1,42.8,185,1,36.8,42,0,33.1,294,0,9.9,234,0,3.7,16,0,4.9,234,0,2,140,0,3.4,302,0,1.1,151,0,2.4,342,0,27.3,289,1,28.2,300,0,2,163,0,3.5,353,0,1,258,0,2,315,0,1.5,334,0,0.6,257,0,0.1,264,0,0.8,341,0,0.5,73,0,199.6,0,3.6,1,-196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6864,2023-10-25,01:25:10,C,21,175/70R14,88638,14,0.2,3001,114.2,234,1,43.2,124,1,47.3,133,0,33.3,19,0,27.3,307,0,9.1,79,0,9.9,278,0,11.3,150,0,12.8,44,0,5.1,278,0,2.2,247,0,16.6,243,1,12.2,292,0,3.7,14,0,5.5,7,0,1.1,234,0,1.1,246,0,0.7,150,0,1.4,237,0,1.8,80,0,0.2,104,0,0.6,299,0,-196.7,0,115.4,230,1,43.6,116,1,45.9,123,0,35.4,3,0,28.1,290,0,7.8,69,0,9.7,250,0,10.8,117,0,13,11,0,3.8,236,0,1.8,213,0,34.2,245,1,23.7,251,0,10.6,74,0,6.1,19,0,1.5,222,0,3.5,264,0,1.8,118,0,1.6,243,0,0.3,74,0,1,35,0,0.5,285,0,220.1,0,11.7,1,-208.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6865,2023-10-25,01:25:56,C,21,175/70R14,82492,14,0.2,2999,80.6,219,1,53.2,163,1,16.1,87,0,18.4,295,0,1.2,109,0,14.2,28,0,3.3,212,0,1.7,344,0,6.8,324,0,3.3,163,0,3,87,0,11.2,77,1,3,145,0,6.6,133,0,3.3,259,0,3.4,225,0,2.2,26,0,1.3,153,0,0.6,241,0,1.1,13,0,0.6,230,0,0.3,20,0,-198.2,0,84.5,214,1,56.8,165,1,17.3,85,0,18.8,281,0,1,89,0,13.5,2,0,3.4,156,0,2.5,324,0,7.3,293,0,2.9,128,0,2.9,17,0,18.3,271,1,15.6,269,0,3.9,170,0,1.8,216,0,3.3,248,0,0.5,330,0,0.7,178,0,1.3,195,0,0.6,36,0,0.5,218,0,0.1,251,0,207.5,0,4.6,1,-202.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6866,2023-10-25,01:26:29,C,21,175/70R14,88623,14,0.2,2981,83.2,78,1,52,66,1,10.7,145,0,16.8,297,0,13.7,260,0,14.5,54,0,8.7,344,0,2.6,163,0,9,339,0,3,203,0,2.4,14,0,31.2,332,1,27.2,343,0,2.4,228,0,1.6,324,0,3.2,252,0,1.1,257,0,0.6,72,0,0.7,278,0,1,30,0,0.1,175,0,0.2,2,0,-191.7,0,85.7,74,1,52.2,55,1,10.8,137,0,17.2,288,0,13.7,248,0,15.6,36,0,8.3,320,0,2.4,126,0,8.9,314,0,3.1,160,0,2.8,345,0,40.2,42,1,34.1,25,0,6.3,160,0,3.7,11,0,3.3,221,0,2.2,219,0,1,189,0,1.2,230,0,1,103,0,0.5,355,0,0.6,134,0,213.2,0,10.7,1,-202.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6867,2023-10-25,01:26:59,C,21,175/70R14,88624,14,0.2,3024,79.5,231,1,40.8,55,1,8,25,0,19.3,356,0,18.8,236,0,19,83,0,16.9,313,0,9.1,176,0,10.1,19,0,4.7,264,0,2.9,108,0,12.5,239,1,6.8,335,0,5.6,132,0,1.6,283,0,1.7,218,0,0.7,152,0,1.9,19,0,0.4,270,0,1,34,0,0.7,311,0,0.3,111,0,-196.4,0,82.6,226,1,39.5,47,1,4.2,21,0,20.6,339,0,18.1,218,0,20.1,60,0,16.2,287,0,8.7,143,0,10.6,343,0,5.2,221,0,3.3,60,0,16.5,90,1,12.2,32,0,4.7,205,0,4.9,301,0,0.5,87,0,0.5,220,0,1.6,35,0,0.9,268,0,0.6,95,0,0.9,333,0,0.5,199,0,222.4,0,13,1,-209.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6868,2023-10-25,01:27:28,C,21,175/70R14,88668,14,0.2,3026,95.2,229,1,33.3,301,1,29.2,70,0,28.3,347,0,24.5,268,0,16.4,95,0,10.7,286,0,8.6,156,0,13.1,349,0,6.2,214,0,5,83,0,13.2,224,1,8.1,235,0,0.9,183,0,2.2,298,0,1.3,254,0,1.2,349,0,0.6,278,0,0.1,212,0,1.2,349,0,0.6,254,0,0.8,15,0,-184.2,0,96.7,225,1,36.8,294,1,27.7,65,0,29.6,333,0,23.3,249,0,15.8,74,0,10.7,268,0,8.1,116,0,13.6,318,0,6.4,184,0,4.5,43,0,27.4,316,1,20.7,333,0,6.6,194,0,3.1,298,0,1.7,139,0,1.3,305,0,0.1,317,0,0.5,319,0,0.7,85,0,0.6,339,0,0.8,270,0,206.3,0,11.1,1,-195.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6869,2023-10-25,01:27:57,C,21,175/70R14,88669,14,0.2,3018,89.1,221,1,53.2,159,1,34.5,78,0,16.3,286,0,7.3,216,0,8.9,27,0,5.9,229,0,3.4,209,0,4.5,47,0,2.6,205,0,0.9,4,0,15.8,238,1,0.9,188,0,7.3,138,0,5.8,358,0,2.5,203,0,1.1,328,0,0.8,274,0,1.2,259,0,1.2,73,0,0.3,14,0,0.2,293,0,-192.8,0,90.2,217,1,51.5,159,1,34.7,67,0,18.7,277,0,7.7,189,0,7.6,2,0,5.8,210,0,2.7,177,0,4.5,18,0,2.3,165,0,1,11,0,31.8,236,1,22.3,281,0,11,98,0,6.9,342,0,2.9,148,0,1.3,301,0,1,301,0,1,228,0,0.6,90,0,0.7,19,0,0.2,116,0,212.8,0,10,1,-202.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6870,2023-10-25,01:28:23,C,21,175/70R14,88655,14,0.2,3021,72,235,1,15.8,321,1,9.6,179,0,22.4,332,0,20,260,0,10.2,101,0,12.6,337,0,6.3,211,0,9.5,20,0,2,223,0,2,92,0,9.1,311,1,7.1,287,0,1.4,325,0,1.5,319,0,1.1,161,0,1.6,44,0,1.8,46,0,0.7,344,0,1.2,67,0,0.2,258,0,0.3,35,0,-191.5,0,71.3,230,1,15.2,306,1,10.4,174,0,23.3,317,0,19,241,0,10.1,82,0,11.9,312,0,4.8,179,0,10.8,346,0,2.3,215,0,1.8,48,0,15,293,1,11.1,316,0,3.5,106,0,1.4,271,0,2.4,131,0,1.3,307,0,1.5,10,0,1.2,304,0,1,90,0,0.5,35,0,0.1,288,0,208.4,0,8.4,1,-199.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6871,2023-10-25,01:28:51,C,21,175/70R14,88693,14,0.2,3021,48,91,1,21.1,58,1,16.9,204,0,14,273,0,2.8,252,0,9.8,69,0,4,303,0,0.6,318,0,3.4,56,0,2.4,176,0,3.2,62,0,24.8,255,1,17.1,337,0,9.9,166,0,3.1,355,0,3.5,259,0,2,19,0,1.3,126,0,0.5,328,0,1.1,117,0,0.9,11,0,1,57,0,-192.3,0,49.2,89,1,20.1,48,1,17.4,186,0,14.6,270,0,2.4,216,0,11.8,49,0,3.4,257,0,1.2,16,0,3.7,31,0,1.6,150,0,2.6,4,0,23.6,248,1,12.3,334,0,10.6,150,0,4.3,1,0,3.6,228,0,1.1,324,0,0.9,82,0,0.7,45,0,0.7,109,0,1.1,331,0,0.3,37,0,213.2,0,10.5,1,-202.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6872,2023-10-25,01:29:23,C,21,175/70R14,88697,14,0.2,2989,66.5,120,1,34.7,69,1,5.7,101,0,30,276,0,21.2,117,0,18.2,285,0,2.4,277,0,6.1,206,0,6.8,310,0,2,321,0,3.8,306,0,20.9,243,1,16.1,253,0,1.4,336,0,3.3,324,0,2.1,293,0,0.5,233,0,1.8,45,0,0.8,234,0,0.5,102,0,0.6,18,0,0.5,254,0,-211.6,0,67.3,113,1,33,66,1,7.1,93,0,31.3,263,0,21.1,97,0,16.1,259,0,2.2,281,0,5.5,166,0,7.5,275,0,3,279,0,4.9,258,0,22.1,242,1,18.5,308,0,3.9,105,0,3,342,0,3.1,280,0,0.4,122,0,2.6,349,0,0.6,241,0,1.1,79,0,1,351,0,0.4,96,0,195.3,0,-8.2,1,-203.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6873,2023-10-25,01:29:52,C,21,175/70R14,88696,14,0.2,2994,82.2,230,1,10,327,1,29.5,114,0,24,352,0,24.9,274,0,18,79,0,4.1,3,0,6.4,114,0,9.7,343,0,6.7,218,0,4.2,91,0,15.6,23,1,11.3,37,0,3.3,107,0,3,87,0,0.8,104,0,2.1,14,0,1.4,132,0,0.7,223,0,0.7,90,0,0.8,228,0,0.7,81,0,-208.1,0,80.1,226,1,8.8,328,1,30,104,0,25.1,338,0,25.1,256,0,17.7,54,0,5,346,0,5.7,85,0,8.5,310,0,6.1,174,0,3.5,41,0,18.5,36,1,12.9,26,0,5.2,141,0,2.3,74,0,1.3,123,0,0.6,16,0,0.9,184,0,1.3,240,0,0.9,102,0,0.8,51,0,0.3,250,0,207.2,0,-0.4,1,-207.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6874,2023-10-25,01:30:21,C,21,175/70R14,88663,14,0.2,2974,76.4,224,1,24.4,81,1,23.2,68,0,19.9,293,0,17,197,0,14.4,66,0,8,244,0,6.5,128,0,8.3,345,0,5.3,234,0,3.3,75,0,14.7,290,1,9.5,298,0,2.7,243,0,1.8,112,0,1.8,128,0,0.9,37,0,1.4,280,0,1.3,279,0,1.2,47,0,0.3,94,0,0.2,323,0,-190.6,0,79.5,219,1,25,85,1,23.4,61,0,20,282,0,16.6,179,0,14.9,49,0,8.4,226,0,5.9,92,0,9,310,0,4.6,188,0,3.9,38,0,8.9,283,1,3.7,296,0,4.3,99,0,2.1,144,0,2.5,107,0,1.1,311,0,1.1,300,0,1.4,255,0,1.4,62,0,1.1,24,0,0.6,198,0,211,0,10.2,1,-200.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6875,2023-10-25,01:30:48,C,21,175/70R14,88639,14,0.2,3020,96.2,232,1,12.4,38,1,39.1,98,0,27.4,319,0,16,248,0,6,42,0,11.7,268,0,8.1,177,0,13.9,63,0,8.5,318,0,3.7,198,0,24.3,50,1,18.9,27,0,7.8,170,0,1.3,25,0,3.6,104,0,1.6,42,0,1.8,348,0,1.1,281,0,1.5,84,0,0.7,330,0,0.4,180,0,-198.7,0,95.9,229,1,14.1,27,1,40.1,92,0,28.6,308,0,15.3,226,0,6.2,27,0,11,252,0,7.3,146,0,14.7,28,0,8.6,279,0,3.3,146,0,16.4,34,1,12.8,43,0,1.8,195,0,3.4,54,0,3,107,0,0.1,299,0,1.2,11,0,1.4,244,0,0.9,151,0,1,34,0,0.5,42,0,227.4,0,14.3,1,-213.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6876,2023-10-25,01:32:46,C,21,175/70R14,560311,14,0.2,2995,47.9,181,1,27.5,171,1,24.2,329,0,5.8,283,0,11.3,353,0,4.6,261,0,3.6,157,0,3,357,0,3.7,356,0,1.2,175,0,0.4,211,0,36.8,202,1,29.2,217,0,8.5,68,0,7.1,234,0,0.9,116,0,0.6,120,0,0.8,52,0,1.1,295,0,0.9,206,0,0.9,319,0,0.2,236,0,-175.6,0,50,181,1,30.5,171,1,21.3,318,0,6,277,0,11.3,333,0,4.2,258,0,3.9,113,0,3.6,336,0,3.9,317,0,1.2,200,0,0.2,115,0,37.1,198,1,29.6,194,0,11.6,96,0,4,242,0,1.2,163,0,0.3,273,0,1.9,3,0,1.1,202,0,1.3,168,0,1,299,0,0.5,115,0,231.3,0,27.8,1,-203.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6877,2023-10-25,01:33:12,C,21,175/70R14,88647,14,0.2,3011,62.5,95,1,24,122,1,21.8,166,0,20,12,0,9,281,0,16.4,77,0,8.3,289,0,5.6,129,0,7.6,13,0,2.3,195,0,0.5,4,0,7,211,1,4.1,266,0,1.1,71,0,1.5,345,0,1.1,41,0,2.6,24,0,0.9,179,0,0.9,284,0,0.4,40,0,0.6,3,0,0.7,298,0,-208.1,0,60.2,226,1,21.8,124,1,22.4,162,0,21.1,356,0,8.4,261,0,16.5,52,0,7.5,260,0,5.7,86,0,7,341,0,1.6,200,0,1,302,0,12.1,34,1,8.7,53,0,1.5,261,0,3,82,0,0.6,156,0,2.1,304,0,0.5,164,0,0.8,238,0,0.9,156,0,1.1,340,0,0.3,221,0,208.9,0,0.4,1,-208.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6878,2023-10-25,01:33:38,C,21,175/70R14,88694,14,0.2,2990,65.2,221,1,27.4,89,1,23.3,63,0,23.7,268,0,10.4,217,0,11,54,0,7.5,257,0,4,134,0,9.2,11,0,3.3,151,0,2.3,350,0,18,238,1,10.2,195,0,8,121,0,0.5,50,0,1.1,295,0,1.7,111,0,0.9,200,0,1.6,247,0,1.5,79,0,1,146,0,0.3,348,0,-190.7,0,64.9,217,1,21.7,89,1,22.8,61,0,23.8,256,0,9.2,194,0,11,30,0,8.3,235,0,4,101,0,9.1,336,0,2.7,89,0,3,324,0,17.1,241,1,12.6,272,0,4.3,117,0,4,358,0,0.9,342,0,0.7,91,0,0.4,198,0,1.5,227,0,1.4,105,0,0.5,55,0,0.5,66,0,216.6,0,12.9,1,-203.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6879,2023-10-25,01:34:28,C,21,175/70R14,88620,14,0.2,3020,124.8,226,1,75.7,137,1,40.8,87,0,25.1,316,0,22.4,216,0,17.3,47,0,9.5,305,0,6.3,196,0,10.7,7,0,3.6,245,0,2.4,58,0,21.6,257,1,14.4,335,0,8.8,139,0,4.4,12,0,2.3,231,0,2.8,15,0,1.2,215,0,1.4,324,0,0.5,39,0,0.5,242,0,0.6,12,0,-200.6,0,123.5,221,1,75.9,135,1,39.7,78,0,25.1,305,0,21.6,194,0,18.5,24,0,9.7,269,0,6,167,0,10.6,335,0,3.1,200,0,2.6,8,0,15.1,246,1,9.6,311,0,5,138,0,0.7,337,0,1.9,193,0,0.7,352,0,1.1,187,0,1.8,302,0,1.7,133,0,0.3,300,0,0.1,9,0,218.9,0,9.2,1,-209.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6880,2023-10-25,01:34:56,C,21,175/70R14,88680,14,0.2,3028,113.4,223,1,39.8,185,1,47.7,84,0,20.8,328,0,11.4,260,0,9.5,3,0,7.4,209,0,4.4,133,0,8,15,0,2.2,139,0,4,52,0,18.5,82,1,5.6,20,0,8.7,176,0,4.1,277,0,2.4,0,0,1.4,276,0,1.4,67,0,1.4,254,0,0.6,355,0,0.6,258,0,0.3,332,0,-191.2,0,113,219,1,41.9,187,1,45.1,77,0,23.3,313,0,11.2,246,0,8.4,337,0,7.7,180,0,4.4,99,0,8.3,342,0,1.8,120,0,4,1,0,23.1,341,1,15.8,317,0,3.5,228,0,5.5,304,0,1.9,6,0,1.5,224,0,0.9,349,0,1.7,231,0,0.8,173,0,0.9,269,0,0.7,207,0,197.7,0,3.2,1,-194.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6881,2023-10-25,01:35:32,C,21,175/70R14,88690,14,0.2,3025,89.8,174,1,57.1,129,1,35.7,5,0,10.2,292,0,10.9,208,0,13.6,49,0,7.6,250,0,8.6,151,0,11.2,345,0,5.9,174,0,3,35,0,8.1,285,1,4.9,323,0,1.1,116,0,1.6,99,0,2.6,201,0,2.6,337,0,1,188,0,0.7,308,0,0.6,81,0,0.2,169,0,0.4,355,0,-192.8,0,85.8,168,1,54.9,127,1,33.2,353,0,11,280,0,11.9,185,0,12.8,30,0,7.1,223,0,8.3,112,0,11.1,309,0,4.7,131,0,2.9,338,0,19.5,54,1,16.5,77,0,3,279,0,2.5,112,0,1.2,249,0,1.6,271,0,0.4,224,0,1.8,263,0,1.7,110,0,0.4,311,0,0.3,200,0,209.6,0,8.4,1,-201.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6882,2023-10-25,01:36:02,C,21,175/70R14,88619,14,0.2,3004,87.9,235,1,34.1,120,1,14.2,144,0,29.9,349,0,29,244,0,21.1,96,0,12.2,349,0,6.3,225,0,8.4,337,0,5,155,0,3.1,9,0,24.3,296,1,19.3,323,0,4.7,146,0,3.7,161,0,0.8,205,0,1.8,98,0,2.4,327,0,0.5,233,0,1,357,0,1,151,0,0.7,356,0,-199.6,0,84,231,1,33.3,110,1,16.2,147,0,29.6,336,0,28.3,225,0,20.5,76,0,13.1,324,0,5.9,193,0,8.3,310,0,4,118,0,3.7,325,0,23,40,1,22.1,350,0,2.7,147,0,3.8,138,0,3.7,120,0,1,85,0,2.4,301,0,0.4,176,0,0.8,51,0,0.4,12,0,0.8,107,0,226.4,0,13.4,1,-213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6883,2023-10-25,01:36:35,C,21,175/70R14,88679,14,0.2,3016,75.1,219,1,10.9,4,1,42,49,0,25.6,306,0,13.8,211,0,2.7,214,0,4.3,228,0,5.1,131,0,5.8,339,0,2.9,129,0,4.2,329,0,16.4,31,1,13.7,41,0,2.1,226,0,2.1,10,0,1.3,186,0,0.6,59,0,0.4,161,0,1.7,221,0,0.9,54,0,0.5,216,0,0.7,3,0,-201.2,0,73.6,215,1,10.6,354,1,41.5,40,0,25.3,295,0,12.6,192,0,3.1,190,0,4.3,199,0,5.4,102,0,5.6,307,0,2.8,85,0,4.2,285,0,13.6,41,1,10.5,48,0,3,113,0,2.2,9,0,2.6,128,0,0.9,307,0,0.8,327,0,1.5,187,0,0.8,48,0,0.1,25,0,0.1,103,0,193.5,0,-3.8,1,-197.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
